Date,SP500
1990-07-31,412.6455029415819
1990-08-31,370.947608667555
1990-09-30,349.1055521339535
1990-10-31,337.31278917433866
1990-11-30,348.94053763263975
1990-12-31,368.1040700653252
1991-01-31,363.45641704003503
1991-02-28,415.82392492190047
1991-03-31,430.08540986392956
1991-04-30,440.6216998168147
1991-05-31,438.220498283204
1991-06-30,438.64870153857174
1991-07-31,441.40225186559184
1991-08-31,454.4684070554446
1991-09-30,451.32918042164977
1991-10-31,450.8806255156887
1991-11-30,449.50802031149
1991-12-31,453.197294026139
1992-01-31,492.446218139457
1992-02-29,487.43524600837173
1992-03-31,480.0434680317472
1992-04-30,480.10412424038043
1992-05-31,490.651408629443
1992-06-30,481.3392137079543
1992-07-31,490.9886746111786
1992-08-31,495.083475661426
1992-09-30,495.86661605771735
1992-10-31,487.35969090796493
1992-11-30,502.08454939123385
1992-12-31,520.3040399466256
1993-01-31,519.7194656249695
1993-02-28,528.9387184592678
1993-03-31,540.9727996662377
1993-04-30,530.8950617044751
1993-05-31,533.9833105944763
1993-06-30,537.9887865796411
1993-07-31,536.8876106236519
1993-08-31,546.6292315006995
1993-09-30,553.9017717324631
1993-10-31,560.543894269668
1993-11-30,559.1064439130571
1993-12-31,563.4564103089052
1994-01-31,573.491153604183
1994-02-28,571.4793952394572
1994-03-31,560.4126543416518
1994-04-30,536.8106050808962
1994-05-31,542.0312592312542
1994-06-30,547.6233644368878
1994-07-31,542.7466611385452
1994-08-31,561.0323595693449
1994-09-30,564.8982941840126
1994-10-31,560.4211726730988
1994-11-30,556.4363095709422
1994-12-31,548.137042348858
1995-01-31,562.4661541768422
1995-02-28,586.20919361652
1995-03-31,602.1971036460326
1995-04-30,623.2034300661769
1995-05-31,645.8545033678968
1995-06-30,667.982431046794
1995-07-31,693.6301780451297
1995-08-31,696.1127401693943
1995-09-30,724.1000557126561
1995-10-31,730.0130393118322
1995-11-30,747.974306108242
1995-12-31,775.0832591449555
1996-01-31,774.8682595877798
1996-02-29,824.8782238411695
1996-03-31,821.3651312042722
1996-04-30,821.504808110221
1996-05-31,841.5213252298244
1996-06-30,851.8709447442283
1996-07-31,817.0873222219439
1996-08-31,843.5885666725918
1996-09-30,860.9646434160055
1996-10-31,898.797698978486
1996-11-30,947.5138472512954
1996-12-31,958.3070043507787
1997-01-31,991.0106558277973
1997-02-28,1036.8135870123172
1997-03-31,1027.9445658004597
1997-04-30,987.7518922943932
1997-05-31,1086.232941876233
1997-06-30,1147.7376527413521
1997-07-31,1217.520297621879
1997-08-31,1220.9962586042025
1997-09-30,1234.2221930283504
1997-10-31,1254.3493109905328
1997-11-30,1236.926740480658
1997-12-31,1270.3053044282099
1998-01-31,1271.7200078291326
1998-02-28,1357.699088641945
1998-03-31,1433.2873203649287
1998-04-30,1483.6482250362158
1998-05-31,1478.2670525444805
1998-06-30,1478.227943145869
1998-07-31,1546.8421203761798
1998-08-31,1430.1444196286361
1998-09-30,1353.2820113797752
1998-10-31,1370.1266773922305
1998-11-30,1529.5506692488682
1998-12-31,1594.5049870960809
1999-01-31,1678.1214323216789
1999-02-28,1674.9993756791866
1999-03-31,1724.95209911428
1999-04-30,1800.5504834898397
1999-05-31,1796.7306767735722
1999-06-30,1783.1733987745176
1999-07-31,1866.381806728875
1999-08-31,1790.2016181550835
1999-09-30,1776.9355654909782
1999-10-31,1751.0749740527904
1999-11-30,1880.6390272911058
1999-12-31,1934.2930829460718
2000-01-31,1929.881024140068
2000-02-29,1877.6084866463702
2000-03-31,1953.5562253865378
2000-04-30,1980.8133195392893
2000-05-31,1919.7629035737436
2000-06-30,1981.6731131539063
2000-07-31,1997.3977407490643
2000-08-31,2015.133410134276
2000-09-30,1990.3516178833147
2000-10-31,1879.416251510316
2000-11-30,1857.9062291599084
2000-12-31,1795.101012953111
2001-01-31,1801.806918008289
2001-02-28,1759.2503555406151
2001-03-31,1588.523363531163
2001-04-30,1594.2004111120427
2001-05-31,1708.868832999791
2001-06-30,1663.7909921693808
2001-07-31,1615.007076174579
2001-08-31,1578.0633307416192
2001-09-30,1387.461126929849
2001-10-31,1432.949440488388
2001-11-30,1508.5480335099462
2001-12-31,1530.2576707849498
2002-01-31,1523.5334978386595
2002-02-28,1467.234645988463
2002-03-31,1542.8747746173385
2002-04-30,1483.4180447325086
2002-05-31,1436.7609745730106
2002-06-30,1343.8957196826548
2002-07-31,1186.6088835927494
2002-08-31,1199.3766692821898
2002-09-30,1135.6713207032046
2002-10-31,1116.9034192211082
2002-11-30,1195.638567750026
2002-12-31,1180.3339539058475
2003-01-31,1175.5747572525584
2003-02-28,1092.679645838306
2003-03-31,1105.498204371767
2003-04-30,1167.301260524956
2003-05-31,1232.710825748878
2003-06-30,1306.7993692640098
2003-07-31,1313.2719176757237
2003-08-31,1308.98742352257
2003-09-30,1351.576045748126
2003-10-31,1379.0464171423073
2003-11-30,1394.943614056232
2003-12-31,1438.7097730477487
2004-01-31,1512.5835830449846
2004-02-29,1528.0169079063799
2004-03-31,1500.4246003941726
2004-04-30,1513.382491986808
2004-05-31,1470.242706881274
2004-06-30,1512.9248289536665
2004-07-31,1474.6071610963631
2004-08-31,1450.5267627569376
2004-09-30,1491.4226909137801
2004-10-31,1492.0091840438706
2004-11-30,1564.4419366572138
2004-12-31,1607.5459113574686
2005-01-31,1582.1984124790656
2005-02-28,1608.140100673737
2005-03-31,1601.4063451304037
2005-04-30,1558.0201660155606
2005-05-31,1577.7383821203007
2005-06-30,1611.8797051350368
2005-07-31,1640.3345397123223
2005-08-31,1643.2293123322606
2005-09-30,1645.5712933890748
2005-10-31,1597.2294387655156
2005-11-30,1661.880268167547
2005-12-31,1697.0551859438194
2006-01-31,1720.7638372164104
2006-02-28,1717.8060969484122
2006-03-31,1742.1397167024868
2006-04-30,1754.1438341043352
2006-05-31,1736.8411965674352
2006-06-30,1684.3772263414387
2006-07-31,1694.4389139496411
2006-08-31,1732.7630826906293
2006-09-30,1776.3248686604784
2006-10-31,1841.3031548768283
2006-11-30,1877.2671148079255
2006-12-31,1916.830338594746
2007-01-31,1927.852663269857
2007-02-28,1957.2329300251984
2007-03-31,1903.3486557020367
2007-04-30,1984.0672653110955
2007-05-31,2051.696922247682
2007-06-30,2056.4708170042236
2007-07-31,2065.3206513868035
2007-08-31,1971.2187059202429
2007-09-30,2031.7332515653118
2007-10-31,2092.309021247378
2007-11-30,1983.7037932688254
2007-12-31,2006.255781378794
2008-01-31,1863.2119417272822
2008-02-29,1829.1932960617985
2008-03-31,1775.1857282421024
2008-04-30,1851.4011611248256
2008-05-31,1898.0315486015427
2008-06-30,1809.7976757204199
2008-07-31,1690.298038354711
2008-08-31,1724.679354803741
2008-09-30,1632.9101584770178
2008-10-31,1279.468649850283
2008-11-30,1157.355104154589
2008-12-31,1149.5540082776301
2009-01-31,1132.4867769833359
2009-02-28,1046.5575030510447
2009-03-31,978.0674669252631
2009-04-30,1107.677435444303
2009-05-31,1184.933025348155
2009-06-30,1218.688540164496
2009-07-31,1232.509360707275
2009-08-31,1337.7398753228422
2009-09-30,1387.3306820434675
2009-10-31,1420.2386217779576
2009-11-30,1449.2936918997425
2009-12-31,1481.058916320474
2010-01-31,1499.8597941410494
2010-02-28,1450.8471346041304
2010-03-31,1540.3939071082102
2010-04-30,1604.8499702300958
2010-05-31,1501.9677594916238
2010-06-30,1442.5898462772127
2010-07-31,1437.5242630241937
2010-08-31,1448.17346505673
2010-09-30,1497.724413216006
2010-10-31,1568.209824795252
2010-11-30,1607.0888654647667
2010-12-31,1667.7992291077696
2011-01-31,1726.3113271545783
2011-02-28,1781.1303308494432
2011-03-31,1757.4490362325134
2011-04-30,1795.9204813788776
2011-05-31,1805.6107195721033
2011-06-30,1732.9611075457053
2011-07-31,1786.9207555779262
2011-08-31,1587.7482598452102
2011-09-30,1571.4780112263013
2011-10-31,1618.9465113988529
2011-11-30,1646.2832396168753
2011-12-31,1670.3585275370133
2012-01-31,1751.8837528741103
2012-02-29,1825.7972977731472
2012-03-31,1878.128922141206
2012-04-30,1874.126336716802
2012-05-31,1809.8286471407644
2012-06-30,1784.499839287586
2012-07-31,1836.1756239166116
2012-08-31,1898.3599574151783
2012-09-30,1955.2746838203368
2012-10-31,1947.2968824341092
2012-11-30,1885.6362347558143
2012-12-31,1925.1821601801726
2013-01-31,2007.924216486493
2013-02-28,2053.369666402819
2013-03-31,2108.2143235135563
2013-04-30,2136.5117438094476
2013-05-31,2234.960349560934
2013-06-30,2204.958631284695
2013-07-31,2276.015052608318
2013-08-31,2278.034412223298
2013-09-30,2302.35431109123
2013-10-31,2349.1335016683006
2013-11-30,2439.571304589009
2013-12-31,2474.078251956545
2014-01-31,2494.8406415146424
2014-02-28,2487.262795196251
2014-03-31,2553.4575809633466
2014-04-30,2554.511256053777
2014-05-31,2590.825945212645
2014-06-30,2672.4441525030134
2014-07-31,2709.4829877636616
2014-08-31,2693.011281598754
2014-09-30,2738.1405456880766
2014-10-31,2658.4711200251927
2014-11-30,2811.25162710392
2014-12-31,2825.055211736992
2015-01-31,2787.9089034069953
2015-02-28,2864.823729703941
2015-03-31,2861.683540981506
2015-04-30,2882.860244963694
2015-05-31,2907.1813011313707
2015-06-30,2889.155016838032
2015-07-31,2881.836163125583
2015-08-31,2804.550929743287
2015-09-30,2668.6206769437144
2015-10-31,2783.1163745837184
2015-11-30,2862.5749893531975
2015-12-31,2824.7892271263972
2016-01-31,2631.8778378433
2016-02-29,2611.6879000418107
2016-03-31,2779.045997620134
2016-04-30,2855.3398022237093
2016-05-31,2841.1225840329244
2016-06-30,2867.230927124357
2016-07-31,2935.887072625952
