Date,GDP
2005-04-30,96.95476936856247
2005-05-31,94.24409262137456
2005-06-30,95.46376544348146
2005-07-31,99.44943494639234
2005-08-31,104.22275493269409
2005-09-30,99.48368061958325
2005-10-31,102.3208029293222
2005-11-30,102.02839756592292
2005-12-31,101.16171860593768
2006-01-31,124.20905666341771
2006-02-28,122.77073838939965
2006-03-31,146.4740128026132
2006-04-30,135.31255762493086
2006-05-31,145.6152366902874
2006-06-30,140.36511156186612
2006-07-31,151.89009773188272
2006-08-31,156.5027264824425
2006-09-30,145.01725455072312
2006-10-31,151.51339532678276
2006-11-30,150.24367113616606
2006-12-31,146.5820183872922
2007-01-31,179.5131845841785
2007-02-28,177.0290561365612
2007-03-31,207.41550538710783
2007-04-30,198.24556781960433
2007-05-31,208.46658412581334
2007-06-30,205.3871078211849
2007-07-31,216.9068254260952
2007-08-31,219.98103316561733
2007-09-30,206.87020889860648
2007-10-31,226.41921972550776
2007-11-30,220.6053581307131
2007-12-31,212.72095044914516
2008-01-31,245.83124785964543
2008-02-29,246.80856668686283
2008-03-31,268.2621637996892
2008-04-30,271.312662996233
2008-05-31,271.8948394404784
2008-06-30,280.65909749479727
2008-07-31,300.2265482995706
2008-08-31,291.84426121545795
2008-09-30,288.45920813466455
2008-10-31,291.9232896920524
2008-11-30,261.1548694712995
2008-12-31,241.85084692184083
2009-01-31,229.00081662759146
2009-02-28,230.37327783778088
2009-03-31,265.9835093912173
2009-04-30,255.10919101182793
2009-05-31,259.44785437686045
2009-06-30,265.9255551750481
2009-07-31,280.98574853138746
2009-08-31,280.10853244118965
2009-09-30,278.2487289586681
2009-10-31,292.0997866231132
2009-11-30,284.9187323832354
2009-12-31,283.95985353389005
2010-01-31,339.6064381865599
2010-02-28,345.4703511498643
2010-03-31,400.89565606806985
2010-04-30,382.5689523458286
2010-05-31,381.0832169858539
2010-06-30,379.3682990437554
2010-07-31,398.7566186349148
2010-08-31,399.16756671320564
2010-09-30,392.59239746055164
2010-10-31,401.7807750059271
2010-11-30,404.31758910460735
2010-12-31,395.5032796817787
2011-01-31,424.4619477885198
2011-02-28,440.1095861542109
2011-03-31,477.78772951186744
2011-04-30,465.56992703037326
2011-05-31,480.9146229024525
2011-06-30,474.91372724638444
2011-07-31,487.27378098574854
2011-08-31,498.5406074655568
2011-09-30,478.6544084718527
2011-10-31,488.2194884223282
2011-11-30,488.68575643423515
2011-12-31,477.86675798846187
2012-01-31,397.9426253259925
2012-02-29,406.59624351307923
2012-03-31,449.0081926187403
2012-04-30,426.18740286083084
2012-05-31,442.57264034140303
2012-06-30,433.51070835857854
2012-07-31,455.56755617607547
2012-08-31,468.1805010405416
2012-09-30,439.3535470614578
2012-10-31,468.6204262269171
2012-11-30,454.01332946971894
2012-12-31,436.20557941044757
2013-01-31,410.39487895471666
2013-02-28,401.6806722689076
2013-03-31,443.8028502937225
2013-04-30,448.8343299702326
2013-05-31,438.8108848555096
2013-06-30,431.9538473696689
2013-07-31,459.044809146229
2013-08-31,459.06851768920734
2013-09-30,443.26282237032746
2013-10-31,460.5621558968415
2013-11-30,446.35283580516847
2013-12-31,440.3519401491004
2014-01-31,414.69139379889884
2014-02-28,418.0211269460762
2014-03-31,438.5000395142383
2014-04-30,435.42583177471613
2014-05-31,434.1271304760149
2014-06-30,411.86217433681935
2014-07-31,441.76654988014013
2014-08-31,435.83677985300704
2014-09-30,436.0791338478965
2014-10-31,444.7169463396644
2014-11-30,426.45873396380495
2014-12-31,426.71689365401335
2015-01-31,280.7829087747952
2015-02-28,275.8989489212613
2015-03-31,313.0107215299913
2015-04-30,294.143989884355
2015-05-31,287.60833486999815
2015-06-30,285.31387476620745
2015-07-31,298.598561681726
2015-08-31,291.8231869550328
2015-09-30,283.8939964700614
2015-10-31,290.4586285925028
2015-11-30,278.88359105397643
2015-12-31,279.02584231184636
2016-01-31,258.8762150628276
2016-02-29,264.81915650272646
2016-03-31,293.640841916704
2016-04-30,282.7401807117831
2016-05-31,275.67240062169066
